12525,a,39,22,25,0,1,32,0,14,1,12
1424,i,1,33,0,23,29,1,2,13,1,13
23117,n,38,16,37,36,1,23,38,26,39,22
17759,f,0,1,25,0,10,1,0,25,0,21
27311,w,1,0,39,27,0,25,37,31,1,17
26257,u,36,2,1,0,0,21,37,27,5,0
7147,d,37,36,0,15,0,36,10,1,37,36
21026,r,33,36,34,36,39,29,3,0,39,26
19760,b,39,32,40,36,24,0,34,35,2,23
27311,w,40,18,0,0,36,6,0,31,28,0
30045,h,40,35,1,23,37,2,0,14,36,2
1682,,0,17,1,31,0,18,0,9,2,23
30045,h,0,8,40,19,34,2,40,20,0,11
12525,a,38,23,37,27,0,0,1,21,39,20
26003,l,2,12,39,2,40,28,0,8,23,1
21026,r,1,2,0,13,0,8,2,31,34,0
1424,i,40,0,1,2,2,30,1,29,38,23
30045,h,0,18,0,9,39,21,38,32,2,12
23117,n,40,18,38,31,0,10,2,21,0,4
42244,m,39,30,1,33,1,31,33,36,3,0
30045,h,2,32,2,14,40,23,33,35,1,14
870,J,39,35,37,36,38,27,25,0,35,2
30414,o,30,0,38,16,39,30,2,23,37,1
26003,l,1,19,36,36,39,32,4,0,36,6
27964,.,38,25,39,30,2,23,40,19,38,23
20215,1,37,27,40,35,0,36,31,36,38,27
7147,d,34,2,37,28,26,9,0,33,0,21
2118,t,38,26,2,2,0,14,38,2,0,12
13685,p,0,36,0,10,0,10,39,12,40,0
11574,I,2,28,0,18,15,0,36,35,1,30
17759,f,26,10,0,5,36,9,0,24,37,26
30045,h,0,18,38,26,0,29,1,1,23,1
14491,6,33,36,36,36,26,9,35,0,40,2
14491,6,38,32,35,36,1,24,36,1,37,35
27964,.,40,35,38,36,2,13,1,17,39,36
14491,6,0,19,0,30,37,29,0,5,26,9
43151,e,1,4,40,30,36,35,40,30,2,11
11574,I,34,36,24,1,2,23,31,0,34,2
12525,a,0,18,0,30,37,1,1,19,1,17
36592,c,33,2,36,7,2,29,0,33,40,18
35590,E,5,0,40,27,36,0,1,30,40,24
26257,u,0,30,1,4,2,23,0,14,0,18
42244,m,40,36,23,1,2,10,36,8,39,24
1424,i,33,1,1,13,2,15,1,22,2,18
23117,n,1,23,31,0,0,36,0,21,1,10
1424,i,1,20,35,0,1,19,1,32,38,29
19760,b,39,0,1,10,39,2,1,29,39,22
36592,c,1,15,30,0,0,6,1,32,36,35
37645,3,40,30,1,30,39,33,39,33,34,1
36592,c,0,20,37,2,39,28,37,2,33,36
26391,y,1,2,11,0,1,15,0,4,39,33
13685,p,40,22,40,19,38,32,0,19,37,31
11574,I,1,12,1,32,40,19,40,30,40,25
19760,b,25,0,0,23,2,15,2,14,32,36
21026,r,38,24,38,36,0,1,0,35,33,36
7147,d,2,29,35,35,1,14,2,28,0,15
1682,,39,20,40,30,38,25,2,23,38,27
38986,s,40,27,36,35,5,0,39,24,2,30
12525,a,38,35,2,14,38,1,39,32,39,36
26257,u,1,22,39,22,2,15,0,24,10,0
19760,b,2,10,39,30,0,0,39,26,38,31
1424,i,0,10,37,30,0,32,0,33,0,23
24001,^,0,15,2,21,0,22,39,24,37,2
1682,,2,21,38,31,38,35,38,29,38,32
36592,c,0,12,2,11,10,0,37,0,10,0
26257,u,33,35,25,1,39,0,32,36,36,7
1682,,1,0,40,0,38,29,37,30,34,2
21026,r,37,31,38,0,1,20,2,21,1,21
26903,,36,35,40,27,37,36,35,2,38,15
27964,.,26,0,2,29,38,1,37,26,40,2
27311,w,0,5,38,0,37,36,0,5,37,32
26391,y,36,36,26,0,40,2,37,36,29,1
1682,,0,23,0,1,33,1,1,19,40,35
42244,m,40,35,15,0,40,23,39,23,37,30
26257,u,25,0,35,0,1,28,40,32,0,19
19760,b,40,30,2,1,1,28,40,27,40,32
26003,l,2,15,15,0,2,2,1,31,39,21
11574,I,26,0,36,7,40,19,37,31,40,35
23117,n,0,0,26,9,39,24,2,29,40,18
30414,o,39,33,1,32,2,20,40,36,39,25
43151,e,1,2,40,1,30,0,2,10,0,36
42244,m,0,29,2,29,35,2,36,0,36,0
1779,comma,0,23,29,0,1,1,39,2,38,0
26257,u,0,28,0,27,1,18,33,1,1,31
36592,c,40,1,40,31,40,1,0,14,2,20
37645,3,40,1,36,1,0,5,38,26,34,0
12525,a,40,2,31,0,2,23,0,4,36,9
43151,e,40,0,10,0,33,1,34,36,26,0
870,J,1,0,32,36,0,22,36,0,38,24
27311,w,0,14,38,31,0,14,38,2,38,35
11574,I,38,16,2,14,0,35,39,13,0,17
30414,o,34,1,0,11,0,35,35,0,2,1
35590,E,2,10,2,22,1,22,38,31,39,33
14491,6,39,33,39,20,0,27,0,1,1,32
1424,i,38,26,4,0,0,6,39,13,27,0
12525,a,2,31,1,32,24,0,36,36,36,1
21026,r,1,20,35,35,1,11,2,13,0,18
26003,l,40,22,0,27,35,0,33,0,40,21
1682,,1,20,1,28,0,23,1,21,0,30
27311,w,0,12,25,0,1,15,37,29,25,1
14491,6,2,29,37,1,0,31,1,1,39,13
26003,l,10,1,38,28,40,20,1,31,39,27
1779,comma,40,20,2,1,39,2,40,19,34,36
26391,y,39,35,1,11,0,25,1,5,38,28
23117,n,5,0,38,24,0,7,33,0,39,2
20215,1,36,35,39,13,2,14,39,22,10,0
17759,f,1,2,38,26,0,29,40,28,40,25
24001,^,10,0,38,0,40,21,39,31,38,23
30045,h,36,6,39,22,1,29,28,0,1,13
13685,p,40,30,1,30,2,1,39,24,35,1
30045,h,34,35,32,36,1,0,39,27,10,1
43151,e,33,0,37,26,2,22,1,17,0,27
11574,I,0,19,33,1,38,35,1,32,0,33
11574,I,35,0,38,23,40,29,34,1,1,15
37645,3,38,30,0,30,34,36,26,0,38,2
24001,^,39,2,1,32,24,1,39,21,40,31
27964,.,37,31,1,20,0,13,37,26,40,0
43151,e,1,14,2,21,0,12,0,31,24,0
14491,6,36,9,34,1,31,0,38,24,5,0
1424,i,40,0,29,0,1,12,13,0,35,36
35590,E,37,28,38,36,1,29,0,33,40,30
23117,n,2,29,36,2,0,32,35,2,1,23
26391,y,36,0,0,25,0,19,13,0,36,9
1779,comma,35,0,0,1,38,23,1,28,0,9
1779,comma,38,36,39,24,0,20,0,19,0,8
26257,u,2,13,39,21,36,36,15,0,38,27
11574,I,33,35,40,32,1,22,2,11,39,27
37645,3,0,9,1,5,1,0,2,23,0,7
11574,I,36,9,0,15,2,28,40,28,40,23
12525,a,13,0,38,35,1,1,2,14,39,35
30045,h,0,9,13,0,1,24,40,1,0,24
870,J,0,13,2,23,1,10,37,35,38,29
30045,h,4,0,33,35,1,21,29,0,39,27
24001,^,1,23,37,35,40,32,2,30,24,0
36592,c,40,30,1,28,1,28,37,27,28,0
1424,i,1,23,36,7,37,27,40,27,39,12
26391,y,2,11,40,18,0,0,38,31,2,23
26391,y,1,23,4,0,0,22,1,24,38,0
38986,s,40,30,37,26,4,0,36,7,24,1
20215,1,0,35,31,0,0,12,39,21,33,0
26003,l,23,1,38,31,35,1,0,22,40,35
1424,i,1,21,39,22,39,33,38,36,36,36
43151,e,1,23,38,24,0,24,1,17,36,36
14491,6,37,32,1,15,1,4,37,32,38,30
7147,d,40,33,37,29,39,21,1,22,34,36
19760,b,40,21,2,30,40,35,1,2,1,13
42244,m,36,1,0,10,2,15,0,7,0,17
1779,comma,0,1,26,8,0,7,24,0,39,12
1779,comma,33,36,1,33,38,27,39,27,40,24
19760,b,40,25,39,25,2,21,40,33,29,1
870,J,40,2,0,4,39,36,0,24,0,26
37645,3,35,2,0,11,38,1,40,21,39,33
11574,I,38,35,0,4,40,20,0,36,39,35
13685,p,34,0,2,18,37,26,33,1,0,7
1779,comma,35,36,33,35,2,18,1,24,1,2
35590,E,0,36,0,1,1,31,13,0,40,18
11574,I,38,24,40,22,2,15,33,35,29,1
7147,d,0,23,38,23,40,36,39,21,0,20
36592,c,40,19,24,0,39,2,0,31,38,33
17759,f,3,0,0,7,38,32,1,14,0,28
43151,e,35,0,26,9,40,28,27,0,0,0
26003,l,1,17,37,32,2,18,1,18,34,0
11574,I,37,36,0,27,0,11,38,30,2,20
7147,d,0,5,39,13,34,2,38,16,40,32
17759,f,40,25,36,6,0,28,39,33,38,27
11574,I,1,15,2,2,35,1,38,24,29,1
35590,E,39,32,1,22,37,30,0,17,1,33
37645,3,34,1,0,22,2,15,1,18,39,30
1779,comma,11,0,1,14,0,19,0,18,2,12
13685,p,13,0,40,36,1,11,24,1,2,20
37645,3,1,5,33,1,1,13,0,36,1,1
26391,y,0,24,39,23,38,33,39,28,39,2
26257,u,37,30,0,24,1,5,38,28,39,21
38986,s,2,29,2,2,2,32,0,20,36,0
37645,3,29,1,39,35,34,0,36,8,0,0
17759,f,33,36,0,19,36,2,0,28,25,1
36592,c,0,32,0,10,0,0,23,0,1,30
35590,E,0,1,23,0,2,23,40,30,37,35
2118,t,34,2,0,30,40,21,29,1,33,1
27964,.,40,20,1,5,40,21,39,30,2,1
870,J,1,4,0,2,2,30,40,35,40,24
26903,,37,2,39,29,1,22,37,2,24,0
36592,c,38,32,37,30,39,22,37,32,2,2
26391,y,39,31,36,9,2,15,2,23,1,24
1424,i,37,28,40,23,13,0,37,32,39,20
36592,c,35,2,38,23,37,35,0,0,1,23
43151,e,39,0,1,29,40,19,33,35,2,12
870,J,0,20,38,0,1,10,40,25,38,1
35590,E,38,28,36,36,0,25,26,10,2,32
1682,,38,31,0,15,36,1,2,2,10,0
26391,y,38,26,40,19,26,9,0,14,0,17
17759,f,39,21,29,0,10,1,0,33,40,32
19760,b,1,24,40,25,24,1,37,30,2,23
30414,o,38,35,40,2,39,22,40,1,37,29
1682,,2,15,1,14,39,27,37,1,2,19
1424,i,2,14,40,0,1,11,36,9,33,36
36592,c,2,11,2,20,38,28,37,29,0,29
21026,r,29,0,0,35,34,35,0,32,39,32
12525,a,38,2,36,0,34,36,0,25,2,21
7147,d,34,1,13,0,37,30,1,2,39,31
19760,b,39,35,39,31,40,33,2,32,40,23
1779,comma,39,22,39,30,34,2,0,10,31,36
2118,t,38,31,40,36,2,13,2,12,37,1
1682,,37,2,0,6,39,1,39,2,0,26
14491,6,38,30,37,28,1,13,38,15,40,2
30045,h,0,0,40,23,2,31,36,1,37,35
1682,,40,21,26,0,0,1,40,0,40,24
2118,t,34,36,1,20,0,29,39,0,1,17
42244,m,39,1,0,13,0,17,37,31,38,35
1779,comma,40,33,39,21,0,24,33,36,39,13
26391,y,33,1,1,33,33,36,40,36,0,17
12525,a,40,35,37,26,2,21,1,4,1,28
11574,I,1,22,0,17,40,36,1,20,35,2
36592,c,0,1,0,15,38,29,0,9,1,10
11574,I,0,5,40,30,37,35,37,27,0,17
1779,comma,40,2,0,33,37,27,37,31,33,1
1682,,40,21,39,25,31,36,0,13,0,15
26003,l,29,1,31,36,2,31,38,27,1,14
37645,3,39,27,0,15,38,29,37,32,0,18
38986,s,39,2,0,19,1,4,1,13,23,1
19760,b,39,28,37,35,2,11,2,15,31,0
1682,,1,29,1,17,33,0,1,32,34,0
870,J,32,36,0,27,0,26,2,12,39,20
38986,s,38,32,0,2,15,0,1,18,40,1
35590,E,2,23,36,35,38,36,0,12,0,28
11574,I,37,2,37,31,29,0,40,32,25,0
24001,^,34,2,1,19,30,0,4,0,37,36
1779,comma,38,32,37,28,31,0,37,32,38,35
27311,w,0,25,2,2,33,0,40,25,38,26
7147,d,0,33,2,30,0,24,23,1,38,36
24001,^,0,36,38,27,36,9,35,2,1,19
26903,,39,26,2,22,0,8,13,0,37,35
27311,w,27,0,10,0,34,1,37,1,33,35
24001,^,1,0,28,0,38,30,40,35,2,21
27964,.,38,27,39,30,0,9,0,1,34,36
42244,m,1,13,1,30,39,23,37,31,39,12
19760,b,3,0,39,36,38,31,39,1,38,0
1779,comma,1,28,0,0,0,8,38,26,2,12
14491,6,0,36,40,27,1,2,36,9,1,21
13685,p,40,24,0,22,34,0,40,36,38,33
37645,3,2,2,2,2,38,16,2,32,36,1
21026,r,0,0,0,15,4,0,1,18,1,15
23117,n,1,30,38,28,38,15,35,35,26,9
19760,b,2,31,40,35,0,33,40,1,26,0
23117,n,38,30,0,27,39,30,23,0,0,20
1424,i,26,9,26,8,39,26,39,1,38,36
30045,h,34,2,37,28,26,9,2,28,39,13
30045,h,0,21,40,30,0,2,37,36,38,29
30045,h,40,29,38,25,33,2,39,22,1,18
43151,e,1,30,1,18,36,2,37,29,0,21
13685,p,2,18,33,0,0,8,23,0,0,4
20215,1,38,31,0,35,39,13,37,32,40,30
43151,e,40,19,2,20,23,0,26,9,0,4
26903,,39,21,0,28,38,33,23,1,40,21
12525,a,23,0,38,25,40,29,40,31,37,29
1424,i,39,29,39,28,37,36,0,36,33,35
26003,l,0,20,25,0,1,22,1,24,40,1
37645,3,39,32,1,20,39,2,39,20,33,2
12525,a,0,17,37,28,2,18,39,20,34,0
24001,^,38,2,0,23,38,25,2,30,39,21
30045,h,37,36,0,32,37,30,33,35,2,18
43151,e,23,1,31,0,37,28,38,25,0,23
1424,i,10,1,1,33,40,33,1,17,23,0
19760,b,36,6,2,21,39,30,37,30,37,27
24001,^,33,36,37,28,33,2,0,0,36,9
35590,E,40,2,0,20,40,1,38,28,1,1
14491,6,2,23,2,12,1,24,0,27,0,29
20215,1,39,36,35,36,38,36,1,12,36,9
7147,d,0,21,0,12,10,1,40,19,25,1
42244,m,2,15,5,0,30,0,40,29,40,28
7147,d,2,2,0,29,1,12,37,29,29,0
36592,c,24,1,0,32,37,35,34,2,1,13
14491,6,37,26,0,29,37,29,39,25,39,12
30045,h,1,21,2,19,34,35,0,33,40,1
1779,comma,39,28,0,14,39,23,36,7,39,25
26391,y,40,19,2,11,0,29,35,2,0,7
42244,m,0,10,0,30,1,21,0,22,33,1
1779,comma,0,2,40,36,38,35,40,29,23,0
2118,t,37,28,0,20,26,8,35,1,1,15
26257,u,0,20,39,27,38,2,28,0,38,36
12525,a,32,36,5,0,37,30,1,1,0,2
30045,h,37,35,38,27,2,18,2,18,0,11
30045,h,39,1,40,2,39,21,27,0,36,0
1424,i,38,16,1,12,35,35,39,26,37,0
26391,y,32,36,34,2,40,18,0,31,34,2
7147,d,2,14,0,31,39,33,39,1,0,13
13685,p,39,27,40,36,1,19,2,10,26,0
24001,^,1,2,38,32,1,2,25,0,33,2
11574,I,36,8,0,31,0,23,33,36,37,36
30414,o,2,15,1,24,2,11,0,22,37,31
21026,r,40,2,3,0,1,14,2,31,40,1
12525,a,33,35,0,35,0,0,2,18,0,5
1779,comma,38,0,38,24,0,26,2,2,1,32
42244,m,40,35,1,18,2,29,38,31,39,0
14491,6,0,17,25,1,40,29,31,0,38,35
43151,e,0,23,37,29,0,23,0,36,1,32
23117,n,39,35,38,16,40,24,39,0,25,0
870,J,40,24,2,21,37,1,34,0,38,35
26003,l,3,0,19,0,36,2,37,26,40,28
26003,l,37,1,34,2,38,28,36,9,26,0
19760,b,23,1,31,0,38,0,37,29,2,21
36592,c,37,29,39,2,36,1,1,14,39,0
36592,c,2,1,28,0,2,13,34,35,39,36
35590,E,1,21,36,1,40,27,40,28,1,18
27964,.,40,0,0,14,0,18,33,0,19,0
14491,6,35,36,37,29,0,15,39,12,37,0
26003,l,23,0,2,31,40,18,35,2,40,36
43151,e,23,0,1,24,0,14,37,35,40,24
26003,l,38,30,25,1,1,12,36,7,35,1
13685,p,40,0,2,29,2,14,0,21,0,25
27964,.,0,21,36,7,38,32,0,20,40,25
24001,^,1,33,0,30,1,21,2,21,40,30
19760,b,39,36,37,0,38,23,2,14,23,0
1424,i,40,25,0,5,0,29,0,36,38,29
17759,f,31,36,0,9,36,7,37,35,39,32
19760,b,0,11,26,9,2,15,1,17,1,13
26257,u,39,29,33,2,1,12,37,32,1,31
12525,a,24,1,39,29,39,26,38,32,0,33
42244,m,3,0,1,30,38,29,39,31,0,7
2118,t,2,10,0,5,1,23,36,1,37,31
17759,f,30,0,0,19,40,28,13,0,0,17
42244,m,33,0,1,17,0,0,37,28,1,33
42244,m,38,31,0,13,36,1,26,8,2,18
30045,h,1,22,0,12,0,4,2,18,40,32
14491,6,35,0,1,31,39,32,38,28,26,10
35590,E,0,13,0,11,34,2,38,27,39,20
1424,i,36,6,40,18,1,24,36,8,0,12
26257,u,39,32,0,15,26,10,33,36,36,7
17759,f,2,14,40,35,38,33,0,9,33,2
26003,l,40,31,2,28,1,30,40,0,36,7
42244,m,0,8,38,16,0,0,24,0,38,23
2118,t,36,7,26,0,39,28,37,0,0,15
17759,f,40,31,40,31,36,36,2,28,39,31
24001,^,40,19,1,23,19,0,26,8,0,2
26391,y,39,35,29,0,1,15,26,9,40,35
870,J,0,14,1,21,1,18,0,4,0,11
23117,n,35,0,0,24,4,0,0,2,38,31
1779,comma,31,0,36,7,2,13,40,1,1,21
870,J,2,18,0,9,34,2,37,35,26,9
23117,n,1,12,25,0,26,9,40,20,38,16
13685,p,1,29,0,9,0,28,0,9,38,27
1779,comma,0,8,1,21,40,24,38,33,2,15
13685,p,2,12,0,21,1,33,0,8,2,15
26903,,0,31,40,29,40,36,34,2,2,14
26257,u,36,2,32,36,39,21,31,36,0,7
13685,p,39,0,2,10,39,0,0,11,32,36
35590,E,36,1,0,13,1,21,0,1,26,10
42244,m,38,2,1,17,0,33,37,27,37,32
12525,a,39,36,36,0,39,27,36,9,39,30
42244,m,2,20,2,28,1,5,37,35,40,30
36592,c,40,18,2,15,35,35,0,31,40,21
42244,m,0,36,1,20,1,1,36,6,35,36
19760,b,0,7,2,11,33,36,37,28,38,35
1682,,1,10,4,0,39,23,2,11,38,29
17759,f,39,33,0,29,0,36,37,36,37,0
26391,y,1,2,13,0,5,0,0,18,38,2
23117,n,26,9,39,32,28,0,33,2,34,35
14491,6,36,2,29,0,39,12,29,0,32,36
14491,6,25,1,0,12,5,0,40,21,36,2
26391,y,35,36,1,22,29,1,0,36,37,30
1779,comma,0,15,0,27,26,0,0,5,2,22
24001,^,0,14,2,1,28,0,36,35,34,2
38986,s,40,18,36,8,36,9,38,15,0,21
7147,d,32,36,39,26,1,30,0,11,33,36
1424,i,37,1,39,0,31,0,0,27,38,35
1779,comma,31,0,39,32,2,10,40,19,38,0
2118,t,40,23,39,26,35,2,0,2,38,33
11574,I,0,24,36,2,37,32,38,24,2,30
27964,.,1,32,40,25,39,26,2,15,1,13
870,J,38,16,25,1,0,30,37,27,35,1
37645,3,38,15,40,21,39,13,0,6,40,36
27311,w,0,10,5,0,38,24,39,28,0,28
35590,E,36,36,40,1,40,19,36,8,2,19
870,J,1,15,0,31,0,6,38,30,37,0
30414,o,0,10,0,27,2,18,31,36,1,2
35590,E,28,0,2,20,38,16,40,35,2,2
36592,c,23,0,2,29,36,6,0,15,0,25
35590,E,35,35,39,31,30,0,1,32,29,0
13685,p,1,14,10,0,38,27,1,23,33,35
35590,E,40,36,0,4,40,21,39,13,31,0
38986,s,35,0,40,19,37,35,39,28,31,36
17759,f,1,5,39,13,0,15,1,28,23,1
14491,6,5,0,1,19,2,18,40,36,36,1
42244,m,2,30,38,23,38,36,39,25,30,0
17759,f,24,1,2,12,39,33,0,6,0,20
26003,l,35,2,2,10,38,35,36,1,38,0
1779,comma,38,2,38,30,10,1,40,23,34,1
7147,d,37,35,0,1,0,15,40,19,29,0
13685,p,33,0,37,27,40,27,1,12,37,0
21026,r,0,1,37,35,37,27,38,32,31,0
30045,h,38,16,37,35,31,36,36,1,40,29
19760,b,38,16,2,19,0,15,39,27,0,7
26003,l,0,31,0,4,39,31,4,0,36,0
26903,,37,31,33,36,1,21,28,0,39,12
27964,.,40,22,33,0,40,2,23,1,1,14
30414,o,2,28,32,36,1,29,0,4,0,12
11574,I,1,23,0,22,31,36,36,35,36,0
42244,m,35,36,31,0,0,1,39,21,30,0
36592,c,35,1,37,36,26,9,0,9,0,19
30045,h,0,0,0,18,0,14,38,25,24,0
26257,u,2,19,35,0,33,1,0,15,11,0
